Accession Number,Date Received,ISBN,Author,Title of Book,Edition,Volume,Pages,Publisher,Place of Publication,Year,Program,Location,Call number from Sophia
4106,8/19/2019,9786214160204,Ma. Elenita Balatbat Cabrera,Applied auditing,2017,,924,"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,
4107,8/19/2019,9786214160204,Ma. Elenita Balatbat Cabrera,Applied auditing,2017,,924,"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,
4108,8/19/2019,9786214160204,Ma. Elenita Balatbat Cabrera,Applied auditing,2017,,924,"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5667 C112 2017
4109,8/19/2019,9786214160457,Ma. Elenita Balatbat Cabrera,Cost accounting and control,2018,,396,"GIC Enterprises & Co., Inc.",Manila City,2018,BSA,Filipiniana,
4110,8/19/2019,9786214160457,Ma. Elenita Balatbat Cabrera,Cost accounting and control,2018,,396,"GIC Enterprises & Co., Inc.",Manila City,2018,BSA,Filipiniana,
4111,8/19/2019,9786214160457,Ma. Elenita Balatbat Cabrera,Cost accounting and control,2018,,396,"GIC Enterprises & Co., Inc.",Manila City,2018,BSA,Filipiniana,HF 5686 C33 2018
4112,8/19/2019,9786214160211,Ma. Elenita Balatbat Cabrera,Auditing theory,2017,,1133,"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5661 C112e 2017 c.1
4113,8/19/2019,9786214160211,Ma. Elenita Balatbat Cabrera,Auditing theory,2017,,1133,"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5661 C112e 2017 c.1
4114,8/19/2019,9786214160211,Ma. Elenita Balatbat Cabrera,Auditing theory,2017,,1133,"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5661 C112e 2017 c.1
4115,8/19/2019,9786214160228,Ma. Elenita Balatbat Cabrera,Management advisory services: comprehensive CPA reviewer,2017,,[725],"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5635 C112 2017
4116,8/19/2019,9786214160228,Ma. Elenita Balatbat Cabrera,Management advisory services: comprehensive CPA reviewer,2017,,[725],"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5635 C112 2017
4117,8/19/2019,9786214160228,Ma. Elenita Balatbat Cabrera,Management advisory services: comprehensive CPA reviewer,2017,,[725],"GIC Enterprises & Co., Inc.",Manila City,2017,BSA,Filipiniana,HF 5635 C112 2017
4118,8/19/2019,9789719919865,Ma. Elenita Balatbat Cabrera,Financial management: principles and applications,2015,2,888,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA,Filipiniana,HG 4026 C112 2015 v.2 c.2
4119,8/19/2019,9789719919865,Ma. Elenita Balatbat Cabrera,Financial management: principles and applications,2015,2,888,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA,Filipiniana,HG 4026 C112 2015 v.2 c.3
4120,8/19/2019,9789719919865,Ma. Elenita Balatbat Cabrera,Financial management: principles and applications,2015,2,888,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA,Filipiniana,HG 4026 C112 2015 v.2 c.4
4121,8/19/2019,9786214160235,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing problems,2018,,[1000],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA,Filipiniana,HF 5661 C112 2018
4122,8/19/2019,9786214160235,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing problems,2018,,[1000],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA,Filipiniana,HF 5661 C112 2018
4123,8/19/2019,9786214160235,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing problems,2018,,[1000],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA,Filipiniana,HF 5661 C112 2018
4124,8/19/2019,9789719919711,Ma. Elenita Balatbat Cabrera,Management consultancy: principles and engagements,2015,,958,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA,Filipiniana,
4125,8/19/2019,9789719919711,Ma. Elenita Balatbat Cabrera,Management consultancy: principles and engagements,2015,,958,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA,Filipiniana,
4126,7/19/2019,9781260083842,"Joey B. Hoylle, and 2 others.",Fundamentals of advanced accounting,7th,,644,McGraw-Hill Education,"New York, NY",2018,BSA,Filipiniana,HF 5636 H85f 2018
4127,7/19/2019,,Ma. Elenita Balatbat Cabrera,Management consultancy: principles and engagements,2015,,958,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA,Filipiniana,HD 69 C112 2015
4128,7/19/2019,9781976391315,"edited by Iride Azara, and 4 others","Tourism, health, wellbeing and protected areas",2018,,225,CABI,UK; USA,2018,BSTM,Circulation,G 156.5.E58 T69 2018
4129,7/19/2019,9781260091717,O. Ray Whittington & Kurt Pany,Principles of auditing & other assurance services,21st,,910,McGraw-Hill Education,"New York, NY",2019,BSA,Circulation,HF 5667 W39 2019
4130,8/19/2019,9786214160730,Ma. Elenita Balatbat Cabrera,"Corporate governane, business ethics, risk management and internal control",2019-2020,,310,"GIC Enterprises & Co., Inc.","Manila, Philippines",2019,BSA,Filipiniana,HD 2741 C337 2019 c.2
4131,8/19/2019,9786214160730,Ma. Elenita Balatbat Cabrera,"Corporate governane, business ethics, risk management and internal control",2019-2020,,310,"GIC Enterprises & Co., Inc.","Manila, Philippines",2019,BSA,Filipiniana,HD 2741 C337 2019 c.3
4132,8/19/2019,9786214160730,Ma. Elenita Balatbat Cabrera,"Corporate governane, business ethics, risk management and internal control",2019-2020,,310,"GIC Enterprises & Co., Inc.","Manila, Philippines",2019,BSA,Filipiniana,HD 2741 C337 2019 c.4
4133,8/19/2019,9786214160242,Ma. Elenita Balatbat Cabrera,Management accounting: concepts and applications,2017,,1071,"GIC Enterprises & Co., Inc.","Manila, Philippines",2017,BSA,Filipiniana,HF 5657.4 C378 2017
4134,8/19/2019,9786214160242,Ma. Elenita Balatbat Cabrera,Management accounting: concepts and applications,2017,,1071,"GIC Enterprises & Co., Inc.","Manila, Philippines",2017,BSA,Filipiniana,HF 5657.4 C378 2017
4135,8/19/2019,9786214160242,Ma. Elenita Balatbat Cabrera,Management accounting: concepts and applications,2017,,1071,"GIC Enterprises & Co., Inc.","Manila, Philippines",2017,BSA,Filipiniana,HF 5657.4 C378 2017
4136,8/19/2019,9786214160341,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing theory,2018,,[450],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA,Filipiniana,HF 5661 C112a 2018
4137,8/19/2019,9786214160341,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing theory,2018,,[450],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA,Filipiniana,HF 5661 C112a 2018
4138,8/19/2019,9786214160341,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing theory,2018,,[450],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA,Filipiniana,HF 5661 C112a 2018
4139,8/19/2019,9786214160617,Ma. Elenita Balatbat Cabrera,Strategic cost management,2019-2020,,628,"GIC Enterprises & Co., Inc.","Manila, Philippines",,BSA/BSAIS,Filipiniana,HF 5686.C8 C112 2019 c.1
4140,8/19/2019,9786214160617,Ma. Elenita Balatbat Cabrera,Strategic cost management,2019-2020,,628,"GIC Enterprises & Co., Inc.","Manila, Philippines",,BSA/BSAIS,Filipiniana,HF 5686.C8 C112 2019 c.2
4141,8/19/2019,9786214160617,Ma. Elenita Balatbat Cabrera,Strategic cost management,2019-2020,,628,"GIC Enterprises & Co., Inc.","Manila, Philippines",,BSA/BSAIS,Filipiniana,HF 5686.C8 C112 2019 c.3
4142,8/19/2019,9781307379648,,Operations management with total quality management,,,458,McGraw-Hill Education,Philippines,2019,BSA/BSAIS,Filipiniana,TS 155 Cr88 2019
4143,8/19/2019,9781307379648,,Operations management with total quality management,,,458,McGraw-Hill Education,Philippines,2019,BSA/BSAIS,Filipiniana,TS 155 Cr88 2019
4144,8/19/2019,9789719810711,"Jonathan Veran Macayan, and 2 others.",Understanding the self: outcome-based module,,,285,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 M33 2018
4145,8/19/2019,9789719810711,"Jonathan Veran Macayan, and 2 others.",Understanding the self: outcome-based module,,,285,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 M38 2018 C.2
4146,8/19/2019,9789719811039,Ma. Jocelyn A. Go-Monilla,Understanding the self,,,250,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 G6 2018
4147,8/19/2019,9789719811039,Ma. Jocelyn A. Go-Monilla,Understanding the self,,,250,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 G6 2018 C.2
4148,8/19/2019,9789719811039,Ma. Jocelyn A. Go-Monilla,Understanding the self,,,250,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 G6 2018 C.3
4149,8/19/2019,9789719811039,Ma. Jocelyn A. Go-Monilla,Understanding the self,,,250,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 G6 2018 C.4
4150,8/19/2019,9789719811039,Ma. Jocelyn A. Go-Monilla,Understanding the self,,,250,"C & E Publishing, Inc.",Quezon City,2018,Gen Ed.,Filipiniana,BF 199 G6 2018 c.5
4151,8/19/2019,9789719811848,"Ronald M. Corpuz, and 2 others.",Understanding the self,,,261,"C & E Publishing, Inc.",Quezon City,2019,Gen Ed.,Filipiniana,BF 199 C67 2019
4152,8/19/2019,9789719811848,"Ronald M. Corpuz, and 2 others.",Understanding the self,,,261,"C & E Publishing, Inc.",Quezon City,2019,Gen Ed.,Filipiniana,BF 199 C67 2019
4153,8/19/2019,9789719811848,"Ronald M. Corpuz, and 2 others.",Understanding the self,,,261,"C & E Publishing, Inc.",Quezon City,2019,Gen Ed.,Filipiniana,BF 199 C67 2019
4154,8/19/2019,9789719811848,"Ronald M. Corpuz, and 2 others.",Understanding the self,,,261,"C & E Publishing, Inc.",Quezon City,2019,Gen Ed.,Filipiniana,BF 199 C67 2019
4155,8/19/2019,9789719811848,"Ronald M. Corpuz, and 2 others.",Understanding the self,,,261,"C & E Publishing, Inc.",Quezon City,2019,Gen Ed.,Filipiniana,BF 199 C67 2019
4156,8/19/2019,9789719919933,"Soriano, Fidelito",Partnerships and corporation (law and application) for business students,2015,,540,"GIC Enterprises & Co., Inc.",Philippines,2015,BSA/BSAIS,Filipiniana,FIL KPM 953.5 S67
4157,8/19/2019,9789814846134,Greg Tomsho,Guide to operating systems,5th,,579,Cengage Learning Asia,"Taguig City, Philippines",2019,BSCS,Filipiniana,QA 76.O63 T599 2019
4158,8/19/2019,9781911396437,Peter Mason,"Geography of tourism: image, impacts and issues",,,270,Goodfellow Publishers Limited,"Woodeaton, Oxford",2017,BSTM,Circulation,
4159,8/19/2019,9780749483319,Ruth Dowson & David Bassett,"Event planning and management: principles, planning and practice",2nd,,345,Kogan Page Limited,United Kingdom,2018,BSTM,Circulation,GT 3405 R43 2019
4160,8/19/2019,9781260547986,"Timothy Doupnik, and 2 others.",International accounting,5th,,522,McGraw-Hill Education,"New York, NY",2020,BSA,Circulation,
4161,8/19/2019,9781260565447,"Stacey Whitecotton, and 2 others",Managerial accounting,,,641,McGraw-Hill Education,"New York, NY",2020,BSA,Circulation,HF 5657.4 W586 2020
4162,8/19/2019,9781138064195,Denise Thompson,The human factor in project management,,,197,CRC Press,USA,2019,BSAIS,Circulation,HD 69 Th35 2019
4163,8/19/2019,9789814846769,"Earl K. Stice, and 5 others.",Financial accounting: IFRS edition,2nd,,772,Cengage Learning Asia,Taguig City,2019,BSA,Filipiniana,HF 5635 St51i
4164,8/19/2019,9789719809333,Rizaldi C. Nocon and Ederlina G. Nocon,Essential mathematics for the modern world,,,501,"C & E Publishing, Inc.",Quezon City,2018,MATH,Filipiniana,QA 36.5 N63 2018
4165,8/19/2019,9789719809333,Rizaldi C. Nocon and Ederlina G. Nocon,Essential mathematics for the modern world,,,501,"C & E Publishing, Inc.",Quezon City,2018,MATH,Filipiniana,QA 36.5 N63 2018
4166,8/19/2019,9786214090655,Maria Arlene (Bam) Tuazon-Disimulacion,Principles of tourism 2,,,240,Books Atbp. Publishing Corp.,Mandaluyong City,2015,BSTM,Filipiniana,G 155.A1 D631 2016
4167,8/19/2019,9786214090655,Maria Arlene (Bam) Tuazon-Disimulacion,Principles of tourism 2,,,240,Books Atbp. Publishing Corp.,Mandaluyong City,2015,BSTM,Filipiniana,G 155.A1 D631 2016
4168,8/19/2019,9786218029132,Zeus Vernon B. Millan,Conceptual framework & accounting standards,2019,,706,Bandolin Enterprise,Baguio City,2019,BSA/BSAIS,Filipiniana,HF 5626 M63c 2019
4169,8/19/2019,9786218029101,Zeus Vernon B. Millan,"Fundamentals of accountancy, business & management, part 1",3rd,,405,Bandolin Enterprise,Baguio City,2019,BSA/BSAIS,Filipiniana,hf 5626 Fe34 Part 1 20`19
4170,8/19/2019,9786218029125,Zeus Vernon B. Millan,Accounting for special transactions (advanced accounting 1),2018,,764,Bandolin Enterprise,Baguio City,2018,BSA/BSAIS,Filipiniana,HF 5626 M63 2018
4171,8/19/2019,9786218029118,Zeus Vernon B. Millan,Accounting for business combinations (advanced accounting 2),2019,,698,Bandolin Enterprise,Baguio City,2019,BSA/BSAIS,Filipiniana,HF 5626 M63a 2019
4172,8/19/2019,9786218029156,Zeus Vernon B. Millan,Government accounting & accounting for non-profit organizations,,,483,Bandolin Enterprise,Baguio City,2018,BSA/BSAIS,Filipiniana,HF 5635 M63 2018
4173,8/19/2019,9786218029095,Zeus Vernon B. Millan,"Fundamentals of accountancy, business & management, part 2",3rd,,328,Bandolin Enterprise,Baguio City,2019,BSA/BSAIS,Filipiniana,HF 5626 Fe34 Part 2 2019
4177,9/3/2019,9780259253096,"Edward J. Blocher, and 3 others.",Cost management: a strategic emphasis,7th,,891,McGraw Hill Education,"New York, NY",2016,BSA,Circulation,HF 5686.C8 B56 2016
4178,9/3/2019,9789719811886,Don R. Hansen and Maryanne M. Mowen,Strategic cost management,Philippine,,490,"C&E Publishing, Inc.",Quezon City,2019,BSA,Filipiniana,HF 5686.C8 H36 2019
4182,9/3/2019,9789813153417,J. David Spiceland and 5 others.,"Intermediate accounting, global edition 2",,,1179,McGraw Hill Education,"New York, NY",2018,BSA/BSAIS,Circulation,HF 5636 Sp41f 2019
4183,9/3/2019,9789719810186,R.D. Balocating,Advanced accouting (volume 2),,,681,"C&E Publishing, Inc.",Quezon City,2018,BSA,Filipiniana,
4184,9/3/2019,9781305961883,Carl S. Warren,Survey of accounting,8e,,734,Cengage Learning,USA,2018,BSA,Circulation,HF 5635 W251 2018
4185,9/3/2019,9780170371650,Mellida Frost,Computerized accounting: using MYOB accountright 2016.2,1st,,534,Cengage Learning,Australia,2018,BSA,Circulation,HF 5635 F929 2018
4186,9/3/2019,9781259254154,Louwers and 4 others.,Auditing & assurance services,7th,,918,McGraw Hill Education,"New York, NY",2018,BSA,Circulation,HF 5667
4187,10/23/2019,9719266666,"Ang, Armando",The brutal holocaust: Japan's world war II atrocitiies and aftermath,,,307,A1 Publishing,Philippines,2005,Filipiniana,Filipiniana,FIL DS 686.4 An41 2005
4188,10/23/2019,9716420714,"Zaide, Sonia",The Philippines: A Unique nation,2nd,,477,National Book Store,Quezon City,1999,Filipiniana,Filipiniana,FIL DS 668 Z13a 2006
4189,10/23/2019,9716420714,"Zaide, Sonia",The Philippines: A Unique nation,2nd,,477,National Book Store,Quezon City,1999,Filipiniana,Filipiniana,FIL DS 668 Z13a 2006
4190,10/23/2019,,"Yebra, Jr. Orlando",Talk to me,,,120,National Book Store,Quezon City,2011,Filipiniana,Filipiniana,FIL PN 1997.2 Ye42 2011
4191,10/23/2019,,"Yebra, Jr. Orlando",Talk to me,,,120,National Book Store,Quezon City,2011,Filipiniana,Filipiniana,FIL PN 1997.2 Yc42 2011
4192,10/23/2019,9786214090525,Maria Arlene Tuazon-Disimulacion,"Event management for tourism, sports. business and mice: a phi...",2nd,,179,Books Atbp. Publishing Corp.,Mandaluyong City,2016,BSTM,Filipiniana,GT 3406.S38 T79 2016
4193,10/23/2019,9786214090525,Maria Arlene Tuazon-Disimulacion,"Event management for tourism, sports. business and mice: a phi...",2nd,,179,Books Atbp. Publishing Corp.,Mandaluyong City,2016,BSTM,Filipiniana,GT 3406.S38 T79 2016
4194,10/21/2019,9786219583367,"Maricris B. Encarnacion, editor",The Quezon City food journal,2nd,,259,RPD Publications,"Metro Manila, PH",2019,BSTM,Filipiniana,FIL TX 945 Q113 2019
4195,10/21/2019,9789719586630,Camille Pillar,Bucket list Philippines,,,200,Eastgate Publishing Corp.,Philippines,[2018],BSTM,Filipiniana,
4196,10/23/2019,9789746522144,Jeannette Woodward,Creating the customer-driven academic library,,,194,American Library Association,Chicago,2009,BLIS,Circulation,Z 675 U5W78 2009
4197,10/23/2019,9789746522144,Jeannette Woodward,Creating the customer-driven academic library,,,194,American Library Association,Chicago,2009,BLIS,Circulation,Z 675 U5W78 2009
4198,10/23/2019,9789746522144,Jeannette Woodward,Creating the customer-driven academic library,,,194,American Library Association,Chicago,2009,BLIS,Circulation,Z 675 U5W78 2009
4199,10/23/2019,9789746522144,Jeannette Woodward,Creating the customer-driven academic library,,,194,American Library Association,Chicago,2009,BLIS,Circulation,Z 675 U5W78 2009
4200,10/23/2019,9789746522144,Jeannette Woodward,Creating the customer-driven academic library,,,194,American Library Association,Chicago,2009,BLIS,Circulation,Z 675 U5W78 2009
4201,10/23/2019,9789719490500,Alberto Manalon Madrilejos,The Philippine Law on Trademark registration and protection...,1st,,992,"Central Book Supply , Inc.",Quezon City,2010,BSA/BSAIS,Filipiniana,KPM 1160 M267p 2010
4203,10/23/2019,9780224101127,Benjamin Lee,"#Middle Class problems: real problems, but not real actual prob...",,,[176],Square Peg,Great Britain,2012,Gen Ed.,Circulation,
4204,10/23/2019,9780982714805,Romy Protacio,Balik Tanaw: the Filipino movie stars of yesteryears,,1st,253,Asian Journal San Diego,[San Diego],2010,Filipiniana,Filipiniana,PN 2287 P96 2010
4205,10/23/2019,9789814296588,Vivian C. Cadbury,Taste for writing,PH,,453,Delmar,Singapore,2010,Gen Ed.,Circulation,TX 644 C113 2010
4206,10/23/2019,9789814296588,Vivian C. Cadbury,Taste for writing,PH,,453,Delmar,Singapore,2010,Gen Ed.,Circulation,TX 644 C113 2010
4207,10/23/2019,9789814296588,Vivian C. Cadbury,Taste for writing,PH,,453,Delmar,Singapore,2010,Gen Ed.,Circulation,TX 644 C113 2010
4208,10/23/2019,9789814296588,Vivian C. Cadbury,Taste for writing,PH,,453,Delmar,Singapore,2010,Gen Ed.,Circulation,TX 644 C113 2010
4209,10/23/2019,9789814296588,Vivian C. Cadbury,Taste for writing,PH,,453,Delmar,Singapore,2010,Gen Ed.,Circulation,TX 644 C113 2010
4210,10/23/2019,646453815,Pura Santillan-Castrence,As I see it: Filipinos and the Philippines,,,186,The Manila Prints,Australia,2006,Filipiniana,Circulation,DS 664 C37 2006
4211,10/23/2019,9789812533203,R. Kelly Rainer and Casey G. Cegielski,Introduction to information systems,3rd,,538,John Wiley & Sons,Singapore,2011,BSCS,Circulation,T 58.5 R134 2011
4212,10/23/2019,9789810696641,Joseph Valacich and 2 others,Essentials of systems analysis & design,5th,,445,Pearson Education,"Jurong, Singapore",2012,BSCS,Circulation,QA 76.9 S88 v23 2012
4213,10/23/2019,9789810696641,Joseph Valacich and 2 others,Essentials of systems analysis & design,5th,,445,Pearson Education,"Jurong, Singapore",2012,BSCS,Circulation,QA 76.9 S88 v23 2012
4217,10/23/2019,9786214160617,Ma. Elenita Balatbat Cabrera,Strategic cost management,2019-2020,,628,"GIC Enterprises & Co., Inc.","Manila, Philippines",2019,BSA/BSAIS,Filipiniana,HF 5686.C8 C112 2019 c.4
4218,10/23/2019,9.79E+12,Ma. Elenita Balatbat Cabrera,Management consultancy: principles and engagements,2015,,958,"GIC Enterprises & Co., Inc.","Manila, Philippines",2015,BSA/BSAIS,Filipiniana,HD 69 C6C112 2015
4219,10/23/2019,9786214160211,Ma. Elenita Balatbat Cabrera,Auditing theory,2017,,1133,"GIC Enterprises & Co., Inc.","Manila, Philippines",2017,BSA/BSAIS,Filipiniana,
4220,10/23/2019,9789712386657,John Lee P. Candelaria,Readings in Philippine History,1st,,122,Rex Book Store,"Sampaloc, Manila",2018,Gen Ed.,Filipiniana,DS 668 Ca11 2019
4221,10/23/2019,9789717760124,Mhar Contemprato,Sina Ambo at Iska sa mga kwentong nagka kwenta,,,218,Faithful Servant Marketing Printers & Publishers,Quezon City,2011,Filipiniana,Filipiniana,BL 624 C66 2011
4222,10/23/2019,9789717760124,Mhar Contemprato,Sina Ambo at Iska sa mga kwentong nagka kwenta,,,218,Faithful Servant Marketing Printers & Publishers,Quezon City,2011,Filipiniana,Filipiniana,
4223,10/23/2019,9719267777,Armando Ang,"Greed & Scams Inc.: corruption deception, forgery, fraud, hoax...",,,517,SCR,Philippines,2005,Filipiniana,Filipiniana,HV 6691 A55 2005
4224,10/23/2019,97192066209,Geronimo A. Dango,Entrepreneurs: winning the future,millennium,,120,Entrepreneurs Institute of the Philippines,Metro Manila,2000,Filipiniana,Filipiniana,HB 601 D218 1998
4225,10/23/2019,97192066209,Geronimo A. Dango,Entrepreneurs: winning the future,millennium,,120,Entrepreneurs Institute of the Philippines,Metro Manila,2000,Filipiniana,Filipiniana,HB 601 D218 1998
4226,10/23/2019,971856717x,"Jose N. Endriga, editor",Lorenzo M. Tanada as others saw him: contemporaneous...,,,296,Kadena Press Foundation,Philippines,1998,Filipiniana,Filipiniana,DS 686.6 T16 L67 1998
4227,10/23/2019,971856717x,"Jose N. Endriga, editor",Lorenzo M. Tanada as others saw him: contemporaneous...,,,296,Kadena Press Foundation,Philippines,1998,Filipiniana,Filipiniana,DS 686.6 T16 L67 1998
4228,10/23/2019,9789712718618,"Nick De Ocampo, editor",Lost films of Asia,,,104,Anvil Publishing,Pasig City,2006,Filipiniana,Filipiniana,
4229,10/23/2019,9719212810,"Jurado, Emil P., German, Reli L.",Eraption: How to Speak English Without Really Trial,,,111,National Book Store,Mandaluyong City,1994,Gen.Ed,Filipiniana,DS 687.522 J97 1994
4230,10/23/2019,9789719919612,Ma. Elenita Balatbat Cabrera,Financial accounting and reporting: standards and applications,14-15,3,1974,"GIC Enterprises & Co., Inc.","Manila, Philippines",2014,BSA/BSAIS,Filipiniana,HF 563 C33 2015 V.3
4231,10/23/2019,9789719919506,Ma. Elenita Balatbat Cabrera,Financial Accounting and Reporting: Standards and Applications,2014,2,1550,"GIC Enterprises & Co., Inc.","Manila, Philippines",2014,BSA/BSAIS,Filipiniana,
4232,10/23/2019,9799719919414,Ma. Elenita Balatbat Cabrera,Financial accounting and reporting: standards and applications,13-14,1,865,,"Manila, Philippines",2014,BSA/BSAIS,Filipiniana,HF 5636 C33 2013
4233,10/23/2019,9786214160341,Ma. Elenita Balatbat Cabrera,CPA examination reviewer in auditing theory,2018,,[450],"GIC Enterprises & Co., Inc.","Manila, Philippines",2018,BSA/BSAIS,Filipiniana,
4234,10/23/2019,9789719350712,Rey Angeles,The Philippine economy: do our leaders have a clue?,,,249,Natural Filipinas Corp.,"Diliman, Quezon City",2007,Filipiniana,Filipiniana,HC 453 A58 2007
4235,10/23/2019,9719265944,Armando Ang,The high cost of motoring in the Philippines,,,488,A1 Publishing,Mandaluyong City,2010,Gen Ed.,Filipiniana,HE 5613 An41 2010
4236,10/23/2019,9789719391807,Ines Cabarrus & Elian Habayeb,Manila's best kept restaurant secrets,1st,,260,"Manila's Best Kept Secrets, Inc.",Makati City,2007,Filipiniana,Filipiniana,TX 945 C111 2007
4237,10/23/2019,9719318864,,Atlas of community-based marine protected areas in the Philippines,,,533,Haribon Foundation for the Conservation of...,"Diliman, Quezon City",2005,Filipiniana,Filipiniana,
4238,10/23/2019,9712711684,Reynaldo G. Alejandro,Sayaw: Philipppine dances,,,238,Anvil Publishing,Pasig City,2002,Filipiniana,Filipiniana,GV 1703.P4 A44 2002
4239,10/23/2019,97803731330406,Cathy Williams,At her boss's pleasure,,,186,Harlequin Enterprises Limited,Canada,2015,Fiction,Fiction,W67 2015
4240,10/23/2019,373288506,Claire Delacroix,Roarke's folly,,,297,Harlequin Enterprises Limited,Canada,1994,Fiction,Fiction,F12 1994
4241,10/23/2019,9780373694518,Carol Ericson,The Sheriff of silverhill,,,214,Harlequin Enterprises Limited,Canada,2010,Fiction,Fiction,E4 2010
4242,10/23/2019,9781602204065,Shanghai Daily,Chinese buzzwords with English explanations,2nd,,376,Shanghai Press and Publishing Development Company,"Shanghai, China",2009,GED,Circulation,PL 11.25 E5 2009
4243,10/23/2019,9789719361718,M.P. Azarcon,The final option,,,171,Union Publishing,Quezon City,2008,Filipiniana,Filipiniana,HV 6433 P6 Az16 2016
4244,10/23/2019,9789719361718,M.P. Azarcon,The final option,,,171,Union Publishing,Quezon City,2008,Filipiniana,Filipiniana,HV 6433 P6Az16 2018
4245,10/23/2019,9789719354840,Dolorpena Espino-Panergo,Of Samar,1st,,85,"Lodestar Press, Inc.",Makati City,2010,Filipiniana,Filipiniana,PL 5539 P61P92 2010
4246,10/23/2019,9781741790146,Carolina A. Miranda,Peru,7th,,580,Lonely Planet,Australia,2010,General Reference,Reference,
4247,2018,9781430216261,Dave Mark & Jeff Lamarche,Beginning iPhone development: exploring the iPhone SDK,,,508,"Springer-Verlag New York, Inc.","New York, NY",2009,BSCS,Circulation,QA 76.8 I64 M34 2009
4248,2018,9780749552183,,The AA world cloth map,,,,,Italy,2007,Reference,Circulation,
4249,2018,901402151,,Philippine political map,,,,Nextlight Corporation,Philippines,2014,Reference,Filipiniana,
4250,2018,8472081303,George D. Pamplona-Roger,Enjoy it!: foods for healing and prevention,,,188,Editorial Safeliz,"Madrid, Spain",2004,General Reference,Circulation,QU 145.5 P186E 2004
4251,2018,9715501755,Domingo G. Landicho,Anak ng lupa,,,324,Ateneo de Manila University Press,Quezon City,1995,Filipiniana,Filipiniana,PL 5548.4 L36 1995
4252,2018,9789719502753,Josie Aventurado,Midnyte madness: two tales of terror,,,,Writer's Bookshelf Publishing,San Mateo Rizal,2011,Filipiniana,Filipiniana,PL 5548.4 A84 2011
4253,2018,9.78E+12,,Classroom in a book: the official training workbook from Adobe,,,335,Peachpit,"Berkeley, Ca",2012,BSCS,Circulation,T 385 A357235 2012
4254,2018,9789719371700,"Dean de la Paz, editor",Taking AIM: Asian Management Breakthroughs,,,243,"Tripletop AIM, Inc.",Philippines,2006,Filipiniana,Filipiniana,HE 411.5 A2 T139 2006
4255,2018,679772596,Philip Roth,Sabbath's theater,,,451,Vintage books,New York,1995,Fiction,Circulation,R74 1995
4256,2018,521665868,Melanie Killen & Daniel Hart,Morality in everyday life,,,431,Cambridge University Press,UK,1995,GED,Circulation,BF 723M54 M688 1995
4257,2018,9789719194835,"Jose Y. Dalisay, Jr.",Wash only a bookkeeper: a biography of Washington Z. Sycip,,,304,SGV Foundation and the AIM Scientific Research,Makati City,2009,GED,Filipiniana,HF 5604.5 S93 2009
4258,2018,9789719194835,"Jose Y. Dalisay, Jr.",Wash only a bookkeeper: a biography of Washington Z. Sycip,,,304,SGV Foundation and the AIM Scientific Research,Makati City,2009,GED,Filipiniana,HF 5604.5 S93 2009
4259,2018,9789719194835,"Jose Y. Dalisay, Jr.",Wash only a bookkeeper: a biography of Washington Z. Sycip,,,304,SGV Foundation and the AIM Scientific Research,Makati City,2009,GED,Filipiniana,HF 5604.5 S93 2009
